icd10,icd9
3022500,8399
3022600,8314
3022900,8345
3023500,8387
3023800,8389
3024100,7760
3024400,0125
3024700,2632
3025000,2632
3025300,2631
3025500,2649
3025600,2630
3025900,2630
3026200,2691
3026201,2629
3026600,260
3026601,2621
3026602,260
3026900,2642
3027200,252
3027500,2749
3027800,2592
3027801,2593
3027802,2591
3028100,2791
3028101,2741
3028300,2749
3028600,292
3028900,2952
3029300,4210
3029301,4283
3029302,4209
3029400,4241
3029401,303
3029600,064
3029700,064
3029701,0639
3030600,062
3030800,0639
3030900,0639
3031000,0639
3031001,0631
3031300,067
3031400,067
3031500,0689
3031501,0681
3031700,400
3032000,341
3032001,0780
3032100,544
3032300,544
3032400,0721
3032500,4021
3032501,403
3032800,4040
3032900,4024
3032901,403
3033000,4054
3033200,4023
3033201,403
3033300,4051
3033800,8541
3033801,8541
3033802,8542
3033803,8542
3034200,8521
3034201,8523
3034600,8521
3034601,8523
3035000,8523
3035001,8523
3035300,8543
3035301,8543
3035302,8544
3035303,8544
3035600,8534
3035601,8534
3035602,8536
3035603,8536
3035900,8543
3035901,8543
3035902,8544
3035903,8544
3035904,8545
3035905,8545
3035906,8546
3035907,8546
3036000,8511
3036100,8519
3036300,8511
3036400,850
3036600,850
3036700,8521
3036900,8524
3037000,8587
3037200,8524
3037300,5411
3037500,4610
3037501,4639
3037502,4503
3037503,4502
3037504,4610
3037505,5103
3037506,430
3037507,4319
3037508,4681
3037509,4533
3037510,4440
3037511,4682
3037512,4492
3037513,4429
3037514,5209
3037515,430
3037516,4639
3037517,4682
3037518,4681
3037519,4673
3037520,412
3037521,4199
3037522,4411
3037523,4521
3037524,4673
3037525,4675
3037526,5104
3037527,523
3037528,4611
3037529,4621
3037800,545
3038200,4674
3038400,5419
3038500,5412
3039000,5421
3039100,5423
3039200,544
3039300,545
3039400,5419
3039600,5425
3039700,5412
3039900,5499
3040000,8607
3040200,540
3040300,5351
3040301,5359
3040303,5461
3040304,5462
3040305,5472
3040500,5351
3040501,5361
3040502,5351
3040503,5359
3040504,5369
3040505,5359
3040600,5491
3040800,5494
3040900,5011
3041100,5012
3041200,5011
3041400,5029
3041500,5022
3041600,5021
3041700,5021
3041800,503
3041900,5029
3042100,503
3042200,5061
3042500,5061
3042700,5022
3042800,503
3043000,503
3043100,500
3043300,500
3043400,5029
3043401,544
3043402,544
3043600,5029
3043601,544
3043602,544
3043800,5029
3043900,8753
3043901,8766
3043902,8874
3044000,8751
3044001,8751
3044100,8876
3044200,5111
3044300,5122
3044500,5123
3044600,5122
3044800,5123
3044900,5123
3045000,5196
3045001,5503
3045100,9705
3045101,5195
3045200,5184
3045201,5187
3045202,5188
3045400,5151
3045401,5122
3045500,5122
3045700,5141
3045800,5114
3045801,5182
3045802,5162
3045803,5149
3045804,5181
3045805,5183
3046000,5132
3046001,5132
3046002,5133
3046003,5136
3046004,5136
3046005,5136
3046006,5139
3046007,5137
3046008,5132
3046100,5022
3046300,5169
3046400,5169
3046600,5139
3046700,5139
3046900,5179
3047000,5179
3047200,5179
3047201,5172
3047300,4513
3047301,4516
3047302,4412
3047303,4223
3047304,4224
3047500,4422
3047501,4422
3047600,4233
3047601,4233
3047602,4233
3047603,4341
3047800,9802
3047801,4341
3047802,4341
3047803,4445
3047804,4530
3047805,4632
3047806,4233
3047807,4341
3047808,9751
3047809,4233
3047810,9802
3047811,4233
3047812,4233
3047813,4233
3047900,4234
3047901,4544
3047902,4544
3048100,4311
3048200,4311
3048300,9702
3048400,5110
3048401,5111
3048402,5213
3048500,5185
3048501,5188
3048700,9608
3049000,4281
3049100,5187
3049101,5293
3049300,8939
3049400,5184
3049600,4403
3049601,4403
3049602,4403
3049700,4403
3049701,4403
3049702,4403
3049900,4402
3050000,4402
3050200,4402
3050300,436
3050301,437
3050302,4389
3050303,4403
3050304,4403
3050305,4403
3050500,4449
3050900,4389
3051100,4469
3051200,4439
3051400,4469
3051500,4439
3051501,4593
3051502,4590
3051700,4429
3051701,4439
3051800,436
3051801,437
3051802,435
3052000,4342
3052100,4399
3052300,4389
3052400,4399
3052700,4466
3052701,4466
3052702,4466
3052703,4466
3052704,4466
3052705,4466
3052900,4466
3052901,4466
3053000,4466
3053200,427
3053201,427
3053202,427
3053203,427
3053204,427
3053205,427
3053300,427
3053301,427
3053302,427
3053303,427
3053304,427
3053305,427
3053500,4240
3053600,4240
3053601,4240
3054100,4240
3054101,4240
3054500,4240
3054501,4240
3055000,4240
3055001,4240
3055400,4240
3055900,4232
3056000,4289
3056200,4651
3056201,4651
3056202,4652
3056203,4652
3056204,4651
3056205,4652
3056300,4641
3056301,4643
3056302,4640
3056303,4640
3056400,4679
3056500,4562
3056600,4562
3056800,4500
3056900,4511
3057100,470
3057200,470
3057500,5201
3057700,5253
3057800,5222
3058000,4531
3058100,5209
3058101,4501
3058300,5252
3058400,527
3058600,5296
3058601,5296
3058700,5296
3058900,5296
3059300,526
3059301,526
3059600,4143
3059601,4195
3059700,415
3060000,537
3060100,537
3060101,5380
3060200,391
3060300,391
3060500,391
3060600,4241
3060601,4491
3060900,5329
3060901,5339
3060902,5300
3060903,5310
3061400,5329
3061401,5339
3061402,5300
3061403,5310
3061500,539
3061700,5349
3061701,5359
3061702,5359
3062800,6191
3063100,631
3063500,631
3064100,623
3064101,6241
3064102,623
3064103,6241
3064400,6392
3064401,6393
3064402,6371
3064403,6372
3064404,6212
3064405,6212
3064406,6301
3064407,622
3064408,633
3064409,633
3064410,6389
3064411,6359
3064412,6399
3065300,640
3066300,3998
3066600,6449
3067200,7799
3067600,8603
3067601,8621
3067900,9929
3100000,864
3120500,863
3120501,863
3123000,0820
3123001,2132
3123002,1829
3123003,2743
3123004,863
3123005,613
3123500,863
3123501,863
3123502,863
3123503,863
3123504,863
3124500,863
3124501,863
3124502,863
3124503,864
3125000,863
3125500,0820
3125501,2132
3125502,1829
3125503,2743
3125504,863
3125505,613
3126500,863
3126501,863
3126502,863
3126503,863
3126504,863
3128000,863
3130000,0820
3130001,2132
3130002,1829
3130003,2743
3130004,863
3130005,613
3130006,0820
3130007,2132
3130008,1829
3130009,2743
3130010,863
3130011,613
3131000,863
3131001,863
3131002,863
3131003,863
3131004,863
3131005,863
3131006,863
3131007,863
3131008,863
3131009,863
3132500,863
3132501,863
3134000,864
3135500,8339
3200000,4579
3200001,4573
3200300,4579
3200301,4573
3200400,4579
3200500,4579
3200600,4575
3200601,4575
3200900,458
3201200,458
3201500,485
3202400,4863
3202500,4863
3202600,4863
3202800,4863
3202900,4595
3202901,4595
3203000,4869
3203300,4652
3203600,544
3203900,485
3204700,4869
3205100,485
3205101,485
3205102,485
3205103,485
3206000,4651
3206900,4622
3206901,4641
3207200,4823
3207201,4824
3207500,4823
3207501,4824
3207800,4835
3208100,4835
3208400,4523
3208401,4525
3208700,4542
3209000,4523
3209001,4525
3209300,4542
3209400,4685
3209500,4512
3209600,4825
3209900,4835
3210500,4835
3210800,4835
3211100,4876
3211200,4869
3211400,4891
3211500,9622
3211700,4875
3212000,4972
3212300,4979
3212600,4979
3212900,4979
3213100,7052
3213200,4942
3213201,4942
3213500,4945
3213501,4944
3213502,4876
3213503,4876
3213800,4946
3214200,4903
3214201,4939
3214700,4947
3215000,4959
3215001,496
3215300,9623
3215600,4911
3215601,4912
3215900,4912
3216200,4912
3216500,4973
3216600,4993
3216800,4929
3217100,4921
3217400,4901
3217401,4901
3217402,4901
3217700,4939
3218300,4876
3218600,4699
3220000,8399
3220300,4974
3220600,4992
3220900,4974
3221000,4992
3221200,9357
3250000,3992
3250001,3992
3250401,3850
3250500,3850
3250800,3859
3250801,3859
3251100,3859
3251400,3850
3270000,3929
3270001,3929
3270002,3922
3270003,3928
3270004,3922
3270005,3929
3270006,3929
3270007,3928
3270008,3922
3270009,3922
3270010,3922
3270011,3922
3270300,3832
3270800,3925
3270801,3925
3270802,3925
3270803,3925
3271200,3925
3271500,3929
3271501,3929
3271502,3929
3271503,3929
3271800,3925
3271801,3929
3272100,3924
3272101,3924
3272400,3924
3272401,3924
3273000,3926
3273001,3926
3273300,3926
3273301,3926
3273600,3999
3273900,3929
3274200,3929
3274500,3929
3274800,3929
3275100,3929
3275101,3929
3275102,3929
3275103,3929
3275400,3929
3275401,3929
3275700,3929
3275701,3929
3276000,3869
3276300,3929
3276301,3929
3276600,3931
3276601,3932
3305000,3848
3305500,3848
3307000,3952
3307500,3952
3308000,3952
3310000,3842
3310300,3845
3310900,3845
3311200,3844
3311500,3844
3311800,3844
3312100,3844
3312400,3846
3312700,3846
3313000,3836
3313001,3846
3313300,3951
3313600,3952
3313900,3952
3314200,3952
3314500,3845
3314800,3845
3315100,3844
3315400,3844
3315700,3844
3316000,3846
3316300,3846
3316600,3836
3316601,3846
3316900,3951
3317200,3840
3317500,3952
3317800,3952
3318100,3952
3350000,3812
3350600,3815
3350601,3815
3350900,3814
3351200,3814
3351500,3814
3351501,3816
3351800,3816
3352100,3816
3352400,3816
3352700,3816
3353000,3816
3353001,3816
3353300,3816
3353600,3816
3353900,3818
3354200,3818
3354800,3956
3354801,3957
3354802,3956
3354803,3957
3355100,3869
3355400,3810
3380000,3802
3380300,3805
3380301,3805
3380302,3800
3380600,3803
3380601,3803
3380602,3803
3380603,3803
3380604,3806
3380605,3806
3380606,3806
3380607,3806
3380608,3806
3380609,3808
3380610,3808
3380611,3808
3380612,3808
3381000,3805
3381001,3807
3381100,3805
3381101,3807
3381200,3809
3381201,3809
3381202,3805
3381203,3803
3381204,3800
3381500,3931
3381501,3931
3381502,3931
3381503,3931
3381504,3931
3381505,3931
3381506,3931
3381507,3931
3381508,3932
3381509,3932
3381510,3932
3381511,3932
3381512,3932
3381513,3932
3381800,3833
3381801,3833
3381802,3833
3381803,3833
3381804,3838
3381805,3838
3381806,3838
3381807,3838
3381808,3833
3381809,3833
3381810,3833
3381811,3839
3381812,3839
3381813,3839
3382100,3843
3382101,3843
3382102,3843
3382103,3843
3382104,3848
3382105,3848
3382106,3848
3382107,3848
3382108,3843
3382109,3843
3382110,3843
3382111,3849
3382112,3849
3382113,3849
3382400,3931
3382401,3932
3382700,3832
3382701,3832
3383000,3842
3383001,3842
3383300,3931
3383301,3931
3383302,3931
3383303,3931
3383304,3932
3383305,3932
3383306,3932
3383307,3932
3383308,3932
3383309,3932
3383600,3836
3383601,3836
3383602,3836
3383603,3836
3383604,3837
3383605,3837
3383606,3837
3383607,3837
3383608,3837
3383609,3837
3383900,3846
3383901,3846
3383902,3846
3383903,3846
3383904,3847
3383905,3847
3383906,3847
3383907,3847
3383908,3847
3383909,3847
3384200,3941
3384500,3941
3384800,3941
3410000,3802
3410001,3802
3410002,3882
3410003,3882
3410300,3805
3410301,3803
3410302,3806
3410303,3808
3410304,3808
3410305,3805
3410306,3803
3410307,3807
3410308,3809
3410309,3809
3410310,3885
3410311,3883
3410312,3886
3410313,3888
3410314,3888
3410315,3885
3410316,3883
3410317,3887
3410318,3889
3410319,3889
3410600,3803
3410601,3803
3410602,3803
3410603,3808
3410604,3800
3410605,3803
3410606,3803
3410607,3803
3410608,3809
3410609,3800
3410610,3883
3410611,3883
3410612,3883
3410613,3888
3410614,3880
3410615,3883
3410616,3883
3410617,3883
3410618,3889
3410619,3880
3410900,3823
3411200,3953
3411201,3953
3411500,3953
3411501,3953
3411800,3953
3411801,3953
3412100,3953
3412101,3953
3412102,3953
3412400,3953
3412401,3953
3412402,3953
3412700,3953
3412701,3953
3412702,3953
3413000,3943
3413300,8319
3413600,7781
3413900,7791
3414200,3806
3414500,3808
3414800,398
3414801,398
3415100,398
3415101,398
3415400,398
3415401,398
3415700,3862
3416000,3959
3416300,3958
3416600,3959
3416900,3865
3417200,3868
3417500,3863
3450000,3993
3450001,3994
3450600,3943
3450900,3929
3450901,3927
3451200,3927
3451201,3927
3451500,3945
3451800,3942
3451801,3942
3452100,3891
3452400,3891
3452700,8607
3452701,8606
3452800,8607
3452801,8606
3453000,8607
3453001,8609
3453002,8606
3453003,8605
3453300,3997
3480000,387
3480300,3929
3480301,3929
3480600,3929
3480601,3929
3480900,3929
3481200,3929
3481201,3929
3481800,3959
3482100,3959
3482400,3959
3483300,3959
3500000,0523
3500300,0522
3500301,0529
3500600,0522
3500601,0529
3500900,0523
3500901,0524
3501200,0524
3510000,8345
3510001,8345
3510300,8622
3510301,8622
3520000,8840
3520001,8860
3520200,3999
3530000,3959
3530001,3959
3530300,3959
3530301,3959
3530302,3959
3530303,3959
3530304,3959
3530305,3959
3530400,3601
3530401,3601
3530500,3605
3530501,3605
3530600,3820
3530601,3820
3530602,3820
3530603,3820
3530604,3820
3530605,3820
3530900,3820
3530901,3820
3530902,3820
3530903,3820
3530904,3820
3530905,3820
3531000,3606
3531001,3606
3531002,3607
3531003,3606
3531004,3606
3531005,3607
3531200,3959
3531201,3959
3531500,3959
3531501,3959
3531700,3891
3531900,3891
3532000,3891
3532100,3891
3532101,3891
3532400,3822
3533000,387
3533001,387
3550000,8926
3550300,697
3550600,697
3550601,9771
3550602,9771
3550700,7033
3550701,7139
3550900,7031
3551300,7124
3551800,6591
3552000,7124
3552300,5839
3552700,5839
3553000,714
3553001,714
3553300,7179
3553600,7161
3553601,7161
3553602,7162
3553900,7131
3553901,7034
3553902,6734
3553903,7024
3553904,7021
3554800,715
3555100,4059
3555101,4059
3555400,9616
3555700,7033
3556000,7041
3556001,7041
3556100,7042
3556500,7062
3556600,7033
3556700,7079
3556900,7109
3557200,7012
3557201,7014
3557600,7051
3557601,7052
3558000,7050
3558400,6922
3558700,7051
3559000,7077
3559001,7092
3559002,7077
3559300,7092
3559600,7073
3559601,5784
3559602,5684
3559603,7075
3559900,594
3559901,594
3560000,5979
3560800,6732
3560801,6739
3560802,6712
3561100,6739
3561200,674
3561300,674
3561400,6713
3561500,7111
3561800,672
3561801,672
3561802,6769
3561803,6999
3561804,674
3562000,6813
3562200,6823
3562300,6829
3562301,6822
3563000,6812
3563300,6821
3563301,6829
3563302,6812
3563700,5421
3563701,7012
3563702,6919
3563703,545
3563704,6922
3563705,6815
3563706,6512
3563707,6593
3563708,6524
3563709,658
3563710,544
3563800,6522
3563801,6529
3563802,653
3563803,6551
3563804,6523
3563805,6523
3563806,6601
3563807,6669
3563808,6663
3563809,664
3563810,6651
3563811,654
3563812,6561
3563813,653
3564000,6909
3564001,6909
3564002,670
3564300,6901
3564301,6951
3564600,6732
3564700,6732
3564900,680
3564901,6829
3564902,6822
3564903,6829
3565300,683
3565301,684
3565302,684
3565303,684
3565700,685
3565800,6829
3566100,684
3566400,686
3566401,687
3566700,686
3566701,687
3567000,684
3567300,685
3567301,685
3567400,6690
3567401,6690
3567700,743
3567701,6698
3567702,6690
3567703,6690
3567704,6601
3567705,6662
3567800,6601
3567801,6662
3568000,6998
3568001,6949
3568400,6922
3568401,6922
3568800,662
3568801,663
3568802,663
3568803,6664
3568804,6664
3569400,6679
3569401,6673
3569402,658
3569403,6602
3569404,6573
3569405,6673
3569406,658
3569407,6602
3569700,6679
3570300,668
3570301,6695
3571000,6612
3571300,7012
3571301,6919
3571302,6593
3571303,6524
3571304,6523
3571305,6522
3571306,6529
3571307,653
3571308,6669
3571309,664
3571310,545
3571311,654
3571312,6601
3571313,658
3571314,544
3571700,6523
3571701,6551
3571702,6663
3571703,6651
3571704,6561
3571705,653
3572000,6525
3572300,4029
3572301,4029
3572302,4029
3572303,4029
3572600,6814
3572601,5411
3572900,6592
3572901,6592
3575000,685
3575300,685
3575301,685
3575600,684
3575601,684
3575602,684
3650000,0729
3650001,0722
3650002,073
3650300,5569
3650301,5561
3651600,5550
3651601,5550
3651602,5554
3651603,5554
3651604,5550
3651605,5550
3651606,5550
3651900,5553
3651901,5553
3651902,5550
3651903,5550
3652200,554
3652201,554
3652500,554
3652501,554
3652800,5550
3652801,5550
3653100,5551
3653101,5551
3653700,5909
3653701,5501
3654000,5501
3654300,5501
3654600,9851
3654900,562
3654901,562
3655200,5502
3655201,5512
3655800,5539
3655801,5539
3656100,5523
3656400,5587
3656401,5587
3656700,5587
3656701,5587
3657000,5587
3657001,5587
3657300,5689
3657301,5689
3657600,5501
3657900,5641
3657901,5641
3657902,5642
3657903,5642
3658500,5661
3658501,5661
3658502,5661
3658503,5661
3658800,5674
3658801,5674
3658802,5674
3658803,5674
3658804,5539
3659100,5674
3659101,5674
3659102,5674
3659103,5674
3659104,5674
3659105,5674
3659400,5671
3659401,5671
3659402,5671
3659403,5671
3659700,5675
3659701,5675
3660000,5671
3660001,5671
3660300,5671
3660301,5671
3660400,598
3660600,5787
3660601,598
3660602,598
3660900,5652
3660901,5652
3660902,5662
3660903,5662
3661200,562
3661201,562
3661500,5902
3661501,5902
3661502,5901
3661503,5901
3661800,5689
3661801,5689
3662100,5683
3662400,5503
3662700,5521
3662701,5523
3662702,5521
3662703,5539
3663300,5521
3663301,5521
3663302,5521
3663900,5504
3664500,5504
3664900,5593
3680000,5794
3680001,5795
3680002,5994
3680003,9764
3680300,5631
3680301,598
3680600,5633
3680601,5641
3680602,560
3680900,5995
3681100,5899
3681101,5894
3681200,5732
3681201,5731
3681202,5741
3681500,642
3681501,5831
3681800,598
3681801,598
3682100,5523
3682101,598
3682102,5633
3682400,598
3682401,598
3682500,562
3682700,5732
3683000,561
3683300,570
3683301,9762
3683600,5733
3683900,5749
3683901,6061
3683902,5749
3683903,6061
3683904,5749
3684200,5793
3684500,5749
3684501,5749
3684502,5749
3684503,5749
3684504,5749
3684505,5749
3684800,5641
3685100,5799
3685400,5791
3685401,5791
3685402,5749
3685403,585
3685700,560
3686000,5635
3686001,5635
3686300,570
3700000,576
3700001,576
3700400,5789
3700401,5789
3700402,5789
3700403,5789
3700800,5718
3700801,5719
3700802,5719
3700803,5719
3700804,5719
3700805,5719
3700806,5712
3701100,5717
3701400,5779
3702000,5759
3702001,5759
3702300,5784
3702301,5784
3702900,5784
3702901,5784
3703800,5783
3703801,5783
3704100,5711
3704400,595
3704401,595
3704402,595
3704403,595
3704500,4999
3704700,5787
3704701,5787
3705000,5786
3705300,576
3705301,576
3720000,6063
3720001,6064
3720002,6065
3720003,603
3720004,604
3720005,6069
3720006,6069
3720300,6021
3720301,6023
3720302,6024
3720700,6022
3720701,6022
3720900,605
3721200,6012
3721201,600
3721202,600
3721500,6011
3721800,6011
3721801,6092
3721900,6011
3722100,600
3722300,6096
3722301,6096
3730000,586
3730300,586
3730600,5841
3730900,5841
3731500,5822
3731800,9819
3731801,5831
3731802,580
3731803,580
3731804,5823
3732100,581
3732400,580
3732401,585
3732402,580
3732700,585
3733000,5839
3733001,5839
3733300,5843
3733600,5843
3733900,5972
3734200,5849
3734500,5849
3734800,5849
3735400,5845
3736900,5839
3737200,5839
3737500,5846
3738100,5893
3738400,5893
3738700,5893
3739000,5893
3739001,5893
3739002,5899
3739300,6498
3739301,6498
3739600,6498
3740200,643
3740500,643
3740800,6441
3740801,6449
3741100,6449
3741500,6499
3741700,6442
3741701,6442
3742000,3880
3742300,6444
3742600,6495
3742601,6497
3742900,6497
3743200,6495
3743201,6495
3743202,6496
3743500,6449
3743800,613
3744400,562
3744401,562
3760100,632
3760101,632
3760102,632
3760103,632
3760400,610
3760401,610
3760402,6111
3760403,6111
3760404,625
3760405,625
3760406,620
3760700,4059
3761000,4059
3761300,634
3761301,634
3761600,6386
3761601,6386
3761602,6383
3761603,6383
3761900,6382
3761901,6382
3761902,6383
3761903,6383
3762300,636
3762301,636
3762302,6373
3762303,6373
3780000,5751
3780300,625
3780301,625
3780600,625
3780601,625
3780602,625
3780603,625
3780900,625
3781200,540
3781500,6419
3781800,5845
3782100,5845
3782400,5845
3782700,5845
3783000,5845
3783300,5843
3783600,5845
3783900,5845
3784200,5845
3784201,5845
3784202,5786
3784203,5786
3784500,714
3784800,714
3785100,7079
3785400,5831
3820000,3721
3820300,3722
3820600,3723
3820900,3726
3821200,3734
3821300,3726
3821500,8857
3821800,8857
3821801,8857
3821802,8857
3825000,3773
3825001,3771
3825300,3780
3825301,3781
3825302,3782
3825303,3782
3825304,3781
3825305,3782
3825306,3782
3825307,3783
3825308,3783
3825309,3783
3825310,3783
3825311,3789
3825312,3789
3825600,3778
3825601,3778
3825602,3778
3825900,3772
3825901,3777
3825902,3777
3827000,3541
3827001,3596
3827002,3596
3827003,3596
3827500,3725
3840000,3491
3840300,3491
3840600,370
3840900,3404
3841200,3326
3841500,3409
3841800,3402
3841801,3424
3841802,3328
3841803,3725
3841804,331
3842100,3451
3842101,3451
3842400,3459
3842401,3229
3842402,346
3842700,3334
3843000,3334
3843001,3334
3843600,3421
3843601,3339
3843602,3724
3843800,323
3843801,324
3843802,325
3843803,325
3844000,3229
3844001,3229
3844100,324
3844101,325
3844600,0780
3844601,0780
3844602,343
3844603,343
3844700,3731
3844701,3731
3844800,341
3844801,3422
3844802,0780
3845000,3712
3845001,3712
3845002,3724
3845003,3724
3845200,3712
3845300,315
3845301,315
3845302,315
3845303,315
3845304,315
3845305,315
3845306,315
3845307,315
3845308,3179
3845309,3195
3845600,3799
3845601,3513
3845602,3399
3845603,3499
3845604,3398
3845605,3731
3845606,3731
3845607,3775
3845608,3777
3845610,3511
3845611,3514
3845612,3598
3845613,3799
3845614,3799
3845615,3599
3845616,3599
3845617,3599
3845618,3599
3845619,3699
3845620,4299
3845700,3474
3845701,3474
3845800,3474
3846000,7861
3846400,8622
3846600,341
3847000,3774
3847300,3774
3847500,3533
3847501,3533
3847700,3533
3847701,3533
3848000,3511
3848001,3512
3848002,3514
3848100,3511
3848101,3512
3848102,3514
3848300,3511
3848500,3533
3848501,3512
3848700,3512
3848800,3522
3848801,3522
3848802,3524
3848803,3524
3848804,3528
3848805,3528
3848806,3526
3848807,3526
3848900,3521
3848901,3521
3848902,3523
3848903,3527
3848904,3525
3848905,3525
3849000,3539
3849700,3611
3849701,3612
3849702,3613
3849703,3614
3849704,3611
3849705,3612
3849706,3613
3849707,3614
3850000,3615
3850001,3615
3850002,3611
3850003,3611
3850004,3611
3850300,3616
3850301,3616
3850302,3612
3850303,3612
3850304,3612
3850500,3603
3850700,3732
3850800,3732
3850900,3572
3851200,3733
3851500,3733
3851800,3733
3852100,3795
3852101,3795
3852102,3795
3852103,3795
3852400,3796
3852401,3799
3853000,3734
3853300,3734
3855000,3931
3855001,3845
3855300,3511
3855301,3522
3855302,3845
3855303,3845
3855600,3511
3855601,3522
3855602,3845
3855603,3845
3855900,3931
3855901,3845
3856200,3511
3856201,3522
3856202,3845
3856203,3845
3856500,3511
3856501,3931
3856502,3845
3856503,3845
3856800,3931
3856801,3845
3857100,390
3857101,3845
3857200,3954
3857400,3962
3857700,3997
3858800,3963
3860000,3961
3860300,3961
3860600,3761
3860900,3761
3861200,3764
3861300,3764
3861500,3762
3861501,3762
3861800,3762
3862100,3764
3862101,3764
3862400,3764
3863700,3699
3864000,3799
3864700,3499
3865000,3711
3865001,3733
3865300,3799
3865301,3799
3865302,3799
3865303,3598
3865304,3599
3865305,3599
3865306,3599
3865307,3599
3865308,3699
3865600,3941
3865601,3998
3867000,3733
3867300,3733
3867301,3733
3867700,3733
3868000,3733
3870000,3587
3870001,3885
3870002,3585
3870003,3585
3870600,3562
3870601,3562
3871200,3562
3871500,3885
3871501,3959
3871502,3959
3872100,3959
3872101,3959
3872700,3959
3872701,3959
3873300,390
3873301,3921
3873900,3541
3874200,3574
3874201,3561
3874202,3571
3874203,3561
3874500,3591
3874800,3598
3875100,3574
3875101,3562
3875102,3572
3875103,3562
3875400,3591
3875401,3592
3875700,3592
3875701,3593
3875702,3594
3876000,3595
3876001,3595
3876002,3594
3876300,3733
3876301,3733
3876600,3572
3876601,3572
3900000,0331
3900300,0101
3900600,0102
3900900,0109
3901200,0124
3901300,8192
3901301,8192
3901302,0481
3901303,042
3901500,0239
3901501,022
3901502,0299
3910000,042
3910600,0402
3910900,0402
3910901,0402
3910902,0402
3911200,0441
3911500,0404
3911800,0396
3911801,0396
3912100,0321
3912400,0329
3912401,0329
3912402,0329
3912500,0390
3912501,0399
3912600,0399
3912601,0399
3912700,0390
3912800,0390
3913000,0393
3913001,0393
3913300,0394
3913400,0393
3913600,0394
3913900,0393
3913901,0393
3914000,038
3930000,0479
3930300,0475
3930600,0479
3930900,0475
3931200,0449
3931500,045
3931800,045
3932100,046
3932300,0404
3932301,0404
3932400,0407
3932401,0404
3932402,0407
3932700,0407
3932701,0404
3932702,0407
3933000,0449
3933001,0444
3933100,0445
3933101,0443
3933300,0404
3950000,0401
3950300,0471
3950301,0472
3960000,0124
3960300,0124
3960301,0124
3960600,0202
3960601,0202
3960900,0202
3960901,0202
3960902,0202
3961200,0202
3961201,0202
3961500,0212
3961501,0212
3964000,0171
3964200,0171
3964600,0171
3965000,0171
3965300,0172
3965800,0172
3965801,0172
3966000,0172
3966001,0172
3966002,0172
3966003,0172
3966200,0172
3966201,0172
3966202,0172
3966203,0172
3970000,016
3970300,0113
3970301,0124
3970302,0111
3970303,0109
3970600,0114
3970601,0124
3970602,0112
3970900,0159
3970901,0159
3970902,0159
3971200,0151
3971201,0753
3971202,0772
3971203,0159
3971204,0159
3971500,0761
3971501,0762
3971800,0159
3972100,0123
3980000,3951
3980001,3952
3980300,3861
3980600,3951
3981200,3952
3981500,3953
3981800,3928
3982100,3928
3990000,0124
3990300,0124
3990600,0125
4000000,022
4000300,0232
4000301,0233
4000302,0234
4000303,0239
4000304,0232
4000600,0379
4000900,0242
4000901,0242
4000902,0397
4000903,0243
4000904,0243
4000905,0398
4001200,022
4001201,022
4001500,0124
4001800,0331
4010000,0351
4010300,0352
4010600,0124
4010601,0124
4010900,0212
4011200,0359
4011500,0206
4011800,0206
4030000,8051
4030001,8051
4030300,8051
4030301,8051
4030302,0309
4030600,0309
4030900,034
4031200,034
4031500,034
4031600,7859
4031800,034
4031801,034
4033000,036
4033001,036
4033100,0309
4033101,0309
4033200,8102
4033201,8102
4033300,8051
4033301,8051
4033400,0309
4033401,0309
4033500,8102
4033501,8102
4033600,8052
4033900,0299
4034200,0379
4034500,0309
4034501,0309
4034800,0309
4035100,0309
4060000,0205
4060001,0204
4060002,0203
4060003,0206
4070000,0159
4070300,0159
4070301,0132
4070302,0159
4070600,0152
4070900,0293
4070901,0122
4071200,0293
4071201,0122
4080100,0132
4080300,923
4090300,0118
4090301,0113
4150000,9811
4150300,1802
4150600,1829
4150900,1829
4151200,186
4151800,1829
4152100,186
4152101,186
4152700,194
4153000,194
4153300,2023
4153301,194
4153302,2023
4153600,2023
4153601,2023
4153900,193
4154200,194
4154500,2049
4154800,199
4155100,2049
4155400,2049
4155700,2049
4155701,2042
4155702,2095
4155703,2021
4156000,2049
4156001,2042
4156300,2049
4156301,2042
4156400,2049
4156401,2042
4156600,2092
4156601,2092
4156602,2092
4156900,0441
4157200,2079
4157500,0401
4157501,0401
4157502,0401
4158100,0172
4158400,0125
4158401,0125
4158700,0125
4159000,2079
4159001,2071
4159300,0401
4159600,0401
4159601,0401
4159602,0401
4159900,0442
4160200,2061
4160201,2061
4160500,2061
4160800,1919
4161100,190
4161400,2093
4161401,2093
4161402,2093
4161500,2093
4161700,2096
4161701,2099
4162000,2051
4162300,2051
4162600,2009
4162601,2009
4162900,2023
4163200,2001
4163201,2001
4163500,2051
4163501,2051
4163800,2051
4163801,2051
4164100,194
4164400,2059
4164401,2059
4164700,9652
4164701,9652
4165000,2009
4165001,2009
4165300,2129
4165301,2129
4165600,2103
4165900,9812
4166200,2131
4166800,2131
4167100,215
4167101,2188
4167102,2188
4167103,215
4167200,2188
4167400,2161
4167401,2131
4167402,2939
4167700,2103
4168000,2109
4168300,2191
4168301,2191
4168600,2162
4168601,2162
4168900,2169
4168901,2169
4168902,2169
4168903,2169
4169200,2169
4169201,2169
4169500,2161
4170100,2201
